Agency,School,Address,maxOccupancy,ProjectPhase,YrComplete,Level,totalSQFT,ProjectType,MajorExp9815,TotalAllotandPlan1621,LifetimeBudget,unqBuilding,longitude,latitude,Ward,FeederMS,FeederHS,Total.Enrolled,Limited.English.Proficient,At_Risk,SPED,AtRiskPer,SPEDPer,ESLPer,SqFtPerEnroll,SpentPerMaxOccupancy,SpentPerSqFt,YearsOpen,Open,Open.Now,AnnualExpenseAverage,AnnualSpentPerMaxOccupany,AnnualSpentPerSqFt,
PCS,Perry Street Prep PCS,"1800 Perry Street, NE",1250,NA,NA,PK3-12," 	171,000 ",Facility Allowance,28592629,NA,NA,1,-76.9783016,38.9363691,5,NA,NA,619,10,343,93,0.554119547657512,0.150242326332795,0.0161550888529887,276,22874.1032,167,16,2000,1,1787039.3125,1429.63145,10.4505222953216,
DCPS,Phelps ACE HS,704 26th Street NE,512,Full,2008,HS," 	146,976 ",FULL MOD + ADD,0,0,NA,1,-76.971897631,38.901991687,5,,,323,9,166,42,0.513931888544892,0.130030959752322,0.0278637770897833,455,0,0,NA,NA,1,NA,NA,NA,
DCPS,Plummer ES,4601 Texas Ave  SE,448,Phase I,2014,ES," 	69,392 ",PARTIAL MOD,13846933,26191,14299544,1,-76.939934676,38.887239863,7,Sousa MS,Anacostia HS,428,24,354,54,0.827102803738318,0.126168224299065,0.0560747663551402,162,30908.3325892857,200,NA,NA,1,NA,NA,NA,
PCS,Potomac Preparatory PCS,"4401 8th Street, NE",650,NA,NA,ES/MS," 	42,016 ",Facility Allowance,7783669,NA,NA,1,-76.9944091,38.9430337,5,NA,NA,425,0,261,50,0.614117647058824,0.117647058823529,0,99,11974.8753846154,185,10,2006,1,778366.9,1197.48753846154,18.5254879093679,
DCPS,Powell ES,1350 Upshur St  NW,304,Full,2016,ES," 	76,848 ",FULL MOD + ADD,25490976,2504026,44744174,1,-77.031227422,38.941534009,4,Col. Hts. EC (6-8),Cardozo EC (6-12),446,250,202,57,0.452914798206278,0.12780269058296,0.560538116591928,172,83851.8947368421,332,NA,NA,1,NA,NA,NA,
DCPS,prharris,NA,NA,NA,NA,NA," 	348,700 ",STABILIZED, $	700 ,0,700,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,
DCPS,Randle Highlands ES,1650 30th St  SE,450,Full,2002,ES," 	72,476 ",FULL REPLACEMENT,8391223,0,8391223,1,-76.964356283,38.870091402,7,Kramer MS,Anacostia HS,360,3,228,49,0.633333333333333,0.136111111111111,0.00833333333333333,201,18647.1622222222,116,NA,NA,1,NA,NA,NA,
DCPS,Raymond EC,915 Spring Rd  NW,615,Phase 0,NA,ES/MS," 	73,600 ",STABILIZED,0,19567000,19567000,1,-77.02643266,38.935810871,4,,Roosevelt HS,581,245,308,96,0.530120481927711,0.165232358003442,0.421686746987952,127,0,0,NA,NA,1,NA,NA,NA,
DCPS,rhterrell,NA,NA,NA,NA,NA," 	143,700 ",DEMOLISHED,1446215,0,1446215,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,NA,NA,NA,
PCS,Richard Wright PCS for Journalism and Media Arts,"770 M Street, SE",398,NA,NA,MS/HS," 	28,000 ",Facility Allowance,2883960,NA,NA,1,-76.995574,38.877003,6,NA,NA,305,1,225,58,0.737704918032787,0.19016393442623,0.00327868852459016,92,7246.13065326633,103,4,2012,1,720990,1811.53266331658,25.7496428571429,
DCPS,River Terrace Special Education Center,420 34th St NE,180,Full,2015,SPED," 	77,707 ",FULL MOD + ADD,32133707,-2200000,35717175,1,-76.95752,38.89495,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,NA,NA,1,NA,NA,NA,
DCPS,ronbrown,NA,NA,NA,NA,NA," 	156,000 ",STABILIZED,0,44597000,47347000,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,
DCPS,Roosevelt HS,4301 13th St NW,1030,Full,2015,HS," 	331,840 ",FULL MOD + ADD,117015598,1887406,143557836,0,-77.027776341,38.943608176,4,,,476,143,394,141,0.827731092436975,0.296218487394958,0.300420168067227,697,113607.376699029,353,NA,NA,1,NA,NA,NA,
DCPS,Roosevelt STAY,4301 13th St NW,,Full,2015,HS,,FULL MOD + ADD,,1887406,,0,-77.027776341,38.943608176,4,,,802,,,141,0.827731092436975,0.296218487394958,0.300420168067227,697,113607.376699029,353,NA,NA,1,NA,NA,NA,
PCS,Roots PCS,"15 Kennedy Street, NW",230,NA,NA,ES," 	10,374 ",Facility Allowance,3896368,NA,NA,0,-77.010142,38.9567798,4,NA,NA,95,2,39,7,0.410526315789474,0.0736842105263158,0.0210526315789474,109,16940.7304347826,376,16,2000,1,243523,1058.79565217391,23.474358974359,
PCS,Roots PCS,"6222 North Capitol Street, NW",230,NA,NA,ES," 	10,374 ",Facility Allowance,3896368,NA,NA,0,-77.0094126,38.9661824,4,NA,NA,95,2,39,7,0.410526315789474,0.0736842105263158,0.0210526315789474,109,16940.7304347826,376,16,2000,1,243523,1058.79565217391,23.474358974359,
DCPS,Ross ES,1730 R St  NW,176,Phase I,2012,ES," 	22,400 ",PARTIAL MOD,2604666,0,2612974,1,-77.039662145,38.912390814,2,Cardozo EC (6-8),Cardozo EC (9-12),166,28,10,5,0.0602409638554217,0.0301204819277108,0.168674698795181,135,14799.2386363636,116,NA,NA,1,NA,NA,NA,
DCPS,rudolph,NA,NA,NA,NA,NA," 	84,400 ",STABILIZED,1.00E+05,0,1.00E+05,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,
DCPS,Savoy ES,2400 Shannon Pl SE,430,Full,2009,ES," 	86,800 ",FULL MOD + ADD," $	21,059,646 ",0,21059646,1,-76.993604261,38.862851652,8,Kramer MS,Anacostia HS,408,4,333,51,0.816176470588235,0.125,0.00980392156862745,213,48975.9209302326,243,NA,NA,1,NA,NA,NA,
PCS,School for Educational Evolution and Development (SEED) PCS,"4300 C Street, SE",488,NA,NA,MS/HS," 	48,128 ",Facility Allowance,31414511,NA,NA,1,-76.9464327,38.8869027,7,NA,NA,336,0,172,57,0.511904761904762,0.169642857142857,0,143,64373.9979508197,653,17,1999,1,1847912.41176471,3786.70576181292,38.3957864811483,
DCPS,School Without Walls @ Francis-Stevens EC,2425 N St  NW,437,Phase 0,NA,ES/MS," 	95,088 ",STABILIZED,1314689,20178000,22278000,1,-77.052320997,38.907469168,2,,Cardozo EC (9-12),414,25,109,58,0.263285024154589,0.140096618357488,0.0603864734299517,230,3008.44164759725,14,NA,NA,1,NA,NA,NA,
DCPS,School Without Walls HS,2130 G St NW,520,Full,2009,HS," 	74,000 ",FULL MOD + ADD,0,0,NA,1,-77.048186466,38.898123787,2,,,590,NA,91,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,
DCPS,School-Within-School at Goding,920 F STREET NE,450,Phase I,2005,ES," 	59,200 ",PARTIAL MOD,1365487,12028931,16383000,1,-76.993183024,38.897564662,6,NA,,126,1,70,37,0.555555555555556,0.293650793650794,0.00793650793650794,470,3034.41555555556,23,NA,NA,1,NA,NA,NA,
DCPS,Seaton ES,1503 10th St  NW,325,Phase I,2011,ES," 	65,000 ",PARTIAL MOD,4298925,0,4302057,1,-77.024882467,38.910618362,6,Cardozo EC (6-8),Cardozo EC (9-12),295,125,148,32,0.501694915254237,0.108474576271186,0.423728813559322,220,13227.4615384615,66,NA,NA,1,NA,NA,NA,
PCS,Sela PCS,"6015 Chillum Place, NE",NA,NA,NA,ES," 	15,680 ",Facility Allowance,483192,NA,NA,1,-77.0074503,38.9639099,4,NA,NA,86,8,24,8,0.27906976744186,0.0930232558139535,0.0930232558139535,NA,NA,NA,2,2014,1,241596,NA,NA,
DCPS,Sharpe Health,"4300 13th Street NW
",120,NA,NA,SPED," 	80,500 ",STABILIZED,1332074.86539984,0,2089951,0,NA,NA,4,NA,,60,7,31,3,0.516666666666667,0.05,0.116666666666667,1342,17416.2583333333,26,NA,NA,1,NA,NA,NA,
DCPS,shaw,NA,NA,NA,NA,NA," 	230,400 ",STABILIZED,10000,0,10000,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,
DCPS,Shepherd ES,7800 14th St  NW,400,Phase I,2016,ES," 	79,696 ",FULL MOD + ADD,20462934,1274389,31576280,1,-77.033995228,38.984602949,4,Hardy MS,Wilson HS,318,6,59,39,0.185534591194969,0.122641509433962,0.0188679245283019,251,51157.335,257,NA,NA,1,NA,NA,NA,
PCS,Shining Stars Montessori PCS,"6017 Chillum Place, NE",NA,NA,NA,PK3-K," 	13,580 ",Facility Allowance,947496,NA,NA,1,-77.007573,38.9640197,4,NA,NA,118,12,20,1,0.169491525423729,0.00847457627118644,0.101694915254237,NA,NA,NA,4,2012,1,236874,NA,NA,
DCPS,Simon ES,401 Mississippi Ave  SE,325,Phase I,2012,ES," 	66,192 ",PARTIAL MOD," $	8,505,311 ",0,8672620,1,-77.000194997,38.835980202,8,Hart MS,Ballou HS,293,2,227,38,0.774744027303754,0.129692832764505,0.0068259385665529,226,26170.1876923077,128,NA,NA,1,NA,NA,NA,
DCPS,Smothers ES,4400 Brooks St  NE,344,Phase 0,NA,ES," 	43,000 ",STABILIZED,152322,12679000,12831322,1,-76.938468639,38.893553701,7,Kelly Miller MS,Woodson HS,275,6,203,30,0.738181818181818,0.109090909090909,0.0218181818181818,156,442.796511627907,4,NA,NA,1,NA,NA,NA,
PCS,Somerset PCS,"3301 Wheeler Road, SE",1149,NA,NA,MS," 	112,000 ",Facility Allowance,1217280,NA,NA,1,-76.9939903,38.842272,8,NA,NA,240,0,160,44,0.666666666666667,0.183333333333333,0,467,1059.42558746736,11,2,2014,1,608640,529.712793733681,5.43428571428571,
DCPS,Sousa MS,3650 Ely Pl SE,636,Full,2008,MS," 	136,000 ",FULL MOD,0,0,NA,1,-76.953158845,38.883894076,7,NA,Anacostia HS,284,0,209,82,0.735915492957746,0.288732394366197,0,479,0,0,NA,NA,1,NA,NA,NA,
PCS,St. Coletta Special Education PCS,"1901 Independence Avenue, SE",525,NA,NA,SPED," 	99,540 ",Facility Allowance,6315254,NA,NA,1,-76.9764947,38.8868079,6,NA,NA,252,20,111,251,0.44047619047619,0.996031746031746,0.0793650793650794,395,12029.0552380952,63,9,2007,1,701694.888888889,1336.56169312169,7.04937601857433,
DCPS,Stanton ES,2701 Naylor Rd  SE,586,Full,2016,ES," 	95,000 ",FULL MOD + ADD," $	23,307,939 ",2165644,36035000,1,-76.968490227,38.859271774,8,Kramer MS,Anacostia HS,578,0,502,94,0.868512110726644,0.162629757785467,0,164,39774.6399317406,245,NA,NA,1,NA,NA,NA,
DCPS,Stoddert ES,4001 Calvert St  NW,320,Full,2010,ES," 	65,200 ",FULL MOD + ADD,18707417,0,18707417,1,-77.079073796,38.923044313,3,Hardy MS,Wilson HS,418,72,18,15,0.0430622009569378,0.0358851674641148,0.172248803827751,156,58460.678125,287,NA,NA,1,NA,NA,NA,
DCPS,Stuart-Hobson MS,410 E St  NE,450,Full,2015,MS," 	115,242 ",FULL MOD + ADD,44653267,1190116,47666762,1,-77.00000438,38.89629737,6,,Eastern HS,423,3,143,83,0.33806146572104,0.196217494089835,0.00709219858156028,272,99229.4822222222,387,NA,NA,1,NA,NA,NA,
DCPS,Takoma EC,7010 Piney Branch Rd  NW,450,Full,2012,ES/MS," 	118,992 ",FULL MOD,26979598,0,27036559,1,-77.022794928,38.975042541,4,,Coolidge HS,442,113,189,70,0.427601809954751,0.158371040723982,0.255656108597285,269,59954.6622222222,227,NA,NA,1,NA,NA,NA,
PCS,The Next Step PCS,"3047 15th Street, NW",375,NA,NA,ALT," 	31,352 ",Facility Allowance,3142236,NA,NA,1,-77.0357768,38.9285225,1,NA,NA,363,203,0,13,0,0.0358126721763085,0.559228650137741,86,8379.296,100,7,2006,1,448890.857142857,1197.04228571429,14.3177742135384,
DCPS,Thomas ES,650 Anacostia Ave NE,474,Phase I,2013,ES," 	87,600 ",PARTIAL MOD,7563320,0,7572071,1,-76.952110911,38.901278637,7,Kelly Miller MS,Woodson HS,408,6,295,44,0.723039215686274,0.107843137254902,0.0147058823529412,215,15956.3713080169,86,NA,NA,1,NA,NA,NA,
DCPS,Thomson ES,1200 L St  NW,320,Full,2006,ES," 	74,992 ",FULL MOD + ADD,25521091,0,25521091,1,-77.028430033,38.903496003,2,Jefferson Acad. MS,Eastern HS,272,141,124,40,0.455882352941176,0.147058823529412,0.518382352941177,276,79753.409375,340,NA,NA,1,NA,NA,NA,
PCS,Thurgood Marshall Academy PCS,"2427 Martin Luther King Jr. Avenue, SE",416,NA,NA,HS," 	63,625 ",Facility Allowance,12321572,NA,NA,1,-76.9937918,38.8623418,8,NA,NA,395,0,216,50,0.546835443037975,0.126582278481013,0,161,29619.1634615385,194,14,2002,1,880112.285714286,2115.65453296703,13.832806062307,
PCS,Tree of Life Community PCS,"2315 18th Place, NE",1393,NA,NA,ES/MS," 	28,076 ",Facility Allowance,10057948,NA,NA,1,-76.9777082,38.9207757,5,NA,NA,286,2,185,25,0.646853146853147,0.0874125874125874,0.00699300699300699,98,7220.35032304379,358,15,2001,1,670529.866666667,481.356688202919,23.8826708457995,
DCPS,Truesdell EC,800 Ingraham St  NW,542,Phase I,2010,ES/MS," 	69,600 ",PARTIAL MOD,4465045,7489000,11954045,1,-77.025071576,38.953968357,4,,Roosevelt HS,526,239,290,104,0.551330798479088,0.197718631178707,0.454372623574144,132,8238.09040590406,64,NA,NA,1,NA,NA,NA,
DCPS,Tubman ES,3101 13th St  NW,500,Phase I,2009,ES," 	66,592 ",PARTIAL MOD,3644743,0,3644743,1,-77.029443298,38.929198235,1,Col. Hts. EC (6-8),Cardozo EC (9-12),498,167,302,69,0.606425702811245,0.13855421686747,0.335341365461847,134,7289.486,55,NA,NA,1,NA,NA,NA,
DCPS,Turner ES,3264 Stanton Rd SE,530,Full,2013,ES," 	101,093 ",FULL MOD + ADD," $	27,580,545 ",0,27695424,1,-76.980309925,38.847634942,8,Johnson MS,Ballou HS,392,0,333,52,0.849489795918367,0.13265306122449,0,258,52038.7641509434,273,NA,NA,1,NA,NA,NA,
PCS,Two Rivers PCS,"1227 4th Street, NE ",686,NA,NA,ES/MS," 	51,005 ",Facility Allowance,8446894,NA,NA,0,-77.0001838,38.9067354,6,NA,NA,518,20,126,107,0.243243243243243,0.206563706563707,0.0386100386100386,98,12313.2565597668,166,8,2005,1,1055861.75,1539.15706997085,20.7011420448976,
PCS,Two Rivers PCS,"1234 4th Street, NE",686,NA,NA,ES/MS," 	51,005 ",Facility Allowance,8446894,NA,NA,0,-77.000978,38.90642,6,NA,NA,518,20,126,107,0.243243243243243,0.206563706563707,0.0386100386100386,98,12313.2565597668,166,8,2005,1,1055861.75,1539.15706997085,20.7011420448976,
DCPS,Tyler ES,1001 G St  SE,564,Phase I,2010,ES," 	69,600 ",PARTIAL MOD,3750929,0,3750929,1,-76.992041663,38.881084023,6,Jefferson Acad. MS,Eastern HS,522,9,239,74,0.457854406130268,0.14176245210728,0.0172413793103448,133,6650.58333333333,54,NA,NA,1,NA,NA,NA,
DCPS,Van Ness ES,1150 5th St SE,336,Full,2016,ES," 	49,400 ",FULL MOD + ADD,10556642,17995000,32448396,1,-76.99914,38.87675,6,Jefferson Acad. MS,Eastern HS,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,1,NA,NA,NA,
DCPS,Walker-Jones EC,1125 New Jersey Ave NW,700,Full,2009,ES/MS," 	95,000 ",FULL REPLACEMENT,40442253,0,40442253,1,-77.01391586,38.904191757,6,,Dunbar HS,465,8,348,124,0.748387096774194,0.266666666666667,0.0172043010752688,204,57774.6471428571,426,NA,NA,1,NA,NA,NA,
PCS,Washington Latin PCS HS,"5201 2nd Street, NW",835,NA,NA,HS," 	29,280 ",Facility Allowance,4643648,NA,NA,1,-77.013189,38.953489,4,NA,NA,304,6,70,31,0.230263157894737,0.101973684210526,0.0197368421052632,96,5561.25508982036,159,7,2009,1,663378.285714286,794.46501283148,22.656362217018,
PCS,Washington Latin PCS MS,"5200 2nd Street, NW",835,NA,NA,MS," 	35,040 ",Facility Allowance,6687433,NA,NA,1,-77.0140391,38.9538896,4,NA,NA,366,3,16,29,0.0437158469945355,0.0792349726775956,0.00819672131147541,96,8008.90179640719,191,7,2009,1,955347.571428571,1144.12882805817,27.2644854859752,
PCS,Washington Math Science Tech PCS,"1920 Bladensburg Road, NE",420,NA,NA,HS," 	49,116 ",Facility Allowance,13661934,NA,NA,1,-76.9737654,38.9164261,5,NA,NA,335,3,222,72,0.662686567164179,0.214925373134328,0.00895522388059702,147,32528.4142857143,278,17,1999,1,803643.176470588,1913.43613445378,16.3621462755637,
DCPS,Washington Metropolitan HS,300 Bryant Street NW,350,Phase 0,NA,ALT," 	49,496 ",STABILIZED,0,9900000,9900000,1,-77.015584665,38.920429783,1,,,244,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,
PCS,Washington Yu Ying PCS,"220 Taylor Street, NE",610,NA,NA,ES," 	41,118 ",Facility Allowance,7254586,NA,NA,1,-77.0036779,38.941395,5,NA,NA,528,31,22,30,0.0416666666666667,0.0568181818181818,0.0587121212121212,78,11892.7639344262,176,7,2009,1,1036369.42857143,1698.9662763466,25.2047625996262,
DCPS,Watkins ES,420 12th St  SE,587,Phase 0,NA,ES," 	69,296 ",STABILIZED,2675972,30313978,39400200,1,-76.989996769,38.883466674,6,Stuart-Hobson MS,Eastern HS,500,4,98,45,0.196,0.09,0.008,139,4558.72572402044,39,NA,NA,1,NA,NA,NA,
DCPS,West EC,1338 Farragut St  NW,278,Phase 0,NA,ES/MS," 	69,642 ",STABILIZED,0,35095000,35095000,1,-77.032253056,38.95136708,4,,Roosevelt HS,267,27,112,44,0.419475655430712,0.164794007490637,0.101123595505618,261,0,0,NA,NA,1,NA,NA,NA,
DCPS,Wheatley EC,1299 Neal St NE,500,Full,2009,ES/MS," 	86,368 ",FULL MOD + ADD,42645563,0,42645768,1,-76.988500771,38.90411741,5,,Dunbar HS,463,NA,364,NA,NA,NA,NA,NA,85291.126,494,NA,NA,1,NA,NA,NA,
DCPS,Whittier EC,6201 5th St  NW,520,Phase I,2013,ES/MS," 	71,092 ",PARTIAL MOD + ADD,5208611,0,5241031,1,-77.019238602,38.965856939,4,,Coolidge HS,350,38,214,74,0.611428571428571,0.211428571428571,0.108571428571429,203,10016.5596153846,73,NA,NA,1,NA,NA,NA,
DCPS,wilkinson,NA,NA,NA,NA,NA," 	144,900 ",STABILIZED," $	500,000 ",0,5.00E+05,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,
PCS,William E. Doar Jr PCS,"705 Edgewood Street, NE",560,NA,NA,ES/MS," 	46,835 ",Facility Allowance,6138356,NA,NA,1,-76.9957981,38.9236618,5,NA,NA,439,13,223,35,0.507972665148064,0.0797266514806378,0.0296127562642369,107,10961.35,131,6,2005,1,1023059.33333333,1826.89166666667,21.8439059108217,
DCPS,Wilson HS,3950 Chesapeake St NW,1700,Full,2011,HS," 	376,448 ",FULL MOD + ADD,114246156,0,114320882,1,-77.077775201,38.950155808,3,,,1788,106,550,263,0.307606263982103,0.147091722595078,0.0592841163310962,211,67203.6211764706,303,NA,NA,1,NA,NA,NA,
DCPS,"Woodson, H.D. HS",540 55th St. NE,1000,Full,2011,HS," 	253,406 ",FULL REPLACEMENT,107742134,0,107779131,1,-76.922322143,38.896782823,7,,,639,6,501,193,0.784037558685446,0.302034428794992,0.00938967136150235,397,107742.134,425,NA,NA,1,NA,NA,NA,
DCPS,Youth Services Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.988585838,38.91213926,5,NA,NA,76,1,0,32,0,0.421052631578947,0.0131578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PCS,Youthbuild PCS,3014 14th St NW,100,NA,NA,ALT," 	11,709 ",Facility Allowance,2747123,NA,NA,1,-77.0327382,38.9277886,1,NA,NA,112,7,0,10,0,0.0892857142857143,0.0625,105,27471.23,235,10,2006,1,274712.3,2747.123,23.4616363481083,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,